0,1,2,3,4,5,6,7,8,9,10,11,12,13,binary_label
12904.json,half-true,Says Donald Trump has a long history of exporting jobs overseas.,jobs,tammy-baldwin,U.S. Representative,Wisconsin,democrat,5.0,5.0,7.0,4.0,0.0,a speech,1
10483.json,half-true,"Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.","education,sports,state-budget,taxes",tweets,,,none,2.0,3.0,1.0,2.0,3.0,Twitter posts,1
5933.json,true,Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,criminal-justice,cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a speech at an American Federation for Children event,1
11007.json,half-true,We are the only major country on Earth that doesnt guarantee health care to all people as a right.,health-care,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,"comments on ABC's ""This Week""",1
7556.json,true,"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?","children,education",larry-valencia,freelance ,Rhode Island,democrat,0.0,0.0,0.0,0.0,0.0,radio interview,1
495.json,true,"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,Chicago,1
8894.json,mostly-true,We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,"city-budget,debt,labor,pensions,taxes,workers",daniel-harrop,Psychiatrist,Rhode Island,republican,0.0,0.0,0.0,1.0,0.0,an appearance on WPRI-TV's Newsmakers,1
186.json,true,I'm proud to have had a 100 percent pro-life voting record.,abortion,fred-thompson,Actor,Tennessee,republican,1.0,4.0,3.0,3.0,0.0,,1
8776.json,mostly-true,Americans are 20 times as likely to die from gun violence as citizens of other civilized countries.,guns,lisa-bloom,Attorney and author,California,none,0.0,0.0,0.0,1.0,0.0,an interview with Piers Morgan,1
11236.json,true,To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,"elections,history,legal-issues",sid-miller,State agriculture commissioner,Texas,republican,1.0,2.0,2.0,0.0,1.0,a meme posted on his Facebook page,1
8354.json,half-true,"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over.","crime,government-regulation,health-care,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,an interview,1
10395.json,half-true,On Common Core education standards,"children,education,government-regulation,state-budget,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech,1
1573.json,mostly-true,We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.,health-care,dianne-feinstein,U.S. Senator,California,democrat,1.0,1.0,0.0,4.0,0.0,a New York Times article,1
1709.json,half-true,On running for the U.S. Senate as an independent.,candidates-biography,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,comments to the press.,1
2069.json,mostly-true,Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.,"state-budget,states,stimulus",bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,a speech to the Texas Democratic Party convention in Corpus Christi,1
11851.json,mostly-true,90 percent of all pain medications are prescribed in the United States.,drugs,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,an editorial board interview with the Concord Monitor,1
9069.json,mostly-true,"Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it.",jobs,mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,an interview,1
3543.json,half-true,Says the Beaumont school districts superintendent is the highest-paid in the state.,education,stefani-carter,State representative,Texas,republican,0.0,0.0,2.0,0.0,0.0,,1
11730.json,mostly-true,"A violent felon can buy (a gun) over the Internet with no background check, no questions asked.",guns,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech proposing executive action on gun regulations,1
2173.json,half-true,"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.","afghanistan,federal-budget,iraq,military",barney-frank,U.S. Representative,Massachusetts,democrat,1.0,0.0,2.0,0.0,0.0,MSNBC's Morning Joe,1
1201.json,true,"Mathematically, the White Sox can still get in the playoffs.",baseball,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an interview on Meet the Press,1
8213.json,half-true,Congress secured special Obamacare rules to prevent their healthcare costs from rising.,"congress,health-care",karen-handel,,,republican,2.0,0.0,3.0,3.0,1.0,an email,1
10425.json,half-true,"Since Rick Perry became governor, poverty rates in Texas increased from 15.1% to 17.5% which is higher than the national average.",poverty,democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,an email blast,1
6807.json,half-true,"Since the time of the Civil War, weve made a distinction in this country between the availability and the ability to access for people who were in the military, versus the rest of us, to vote.","elections,military",mike-dewine,Ohio attorney general,Ohio,republican,2.0,0.0,3.0,1.0,0.0,a news conference,1
7465.json,mostly-true,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,"federal-budget,polls,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press briefing at the White House,1
13529.json,half-true,"More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but the federal government has still only committed $7 million to help Florida.","federal-budget,public-health",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press release,1
2235.json,mostly-true,"Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.","economy,education,abc-news-week",laura-tyson,Professor at the Haas School of Business at the University of California (Berkeley),California,democrat,0.0,0.0,1.0,1.0,0.0,"an interview on ABC's ""This Week with Christiane Amanpour''",1
9839.json,mostly-true,In the latest jobs numbers Wisconsin ranked third in the Midwest.,"jobs,message-machine-2014",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a campaign television ad,1
2077.json,true,The first professional baseball team was from an Ohio city.,baseball,yvette-mcgee-brown,Ohio Supreme Court justice,Ohio,democrat,0.0,0.0,0.0,0.0,0.0,speech on urban issues,1
20.json,true,I'm for a three-state political solution in Iraq. (Romney) is not.,iraq,sam-brownback,U.S. senator,Kansas,republican,1.0,1.0,0.0,0.0,0.0,,1
8209.json,true,"Says that unlike Texas, Missouri has a perfect AAA credit rating.","economy,state-budget,state-finances,states",jay-nixon,Governor,Missouri,democrat,2.0,0.0,0.0,1.0,0.0,a radio advertisement,1
1780.json,mostly-true,"The president can ""authorize the killing of a U.S. citizen who fights for a foreign terrorist organization.""","afghanistan,human-rights,legal-issues,military,terrorism,abc-news-week",joe-lieberman,Senator,Connecticut,independent,1.0,1.0,0.0,2.0,0.0,a press conference,1
9805.json,half-true,More whites than blacks are victims of deadly police shootings.,"civil-rights,crime,criminal-justice",michael-medved,Radio talk show host,,none,0.0,0.0,1.0,0.0,0.0,"a Web post from the ""Michael Medved Show""",1
7328.json,half-true,40 percent of U.S. gun sales are occurring outside of licensed gun dealers.,"criminal-justice,government-regulation,guns,public-health",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,an interview,1
2339.json,half-true,Proposed tax changes are a handout to BP.,"cap-and-trade,climate-change,corporations,energy,environment,foreign-policy,message-machine,oil-spill",national-taxpayers-union,Conservative advocacy group,Virginia,none,0.0,1.0,1.0,0.0,0.0,a television commercial,1
8566.json,mostly-true,"Medicare Part D was far more expensive than the Affordable Care Act and unlike the act, was never budgeted.","congress,federal-budget,health-care",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,an image shared on Facebook,1
2948.json,mostly-true,Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,"economy,state-budget,states,taxes",mark-brodeur,Director of Tourism,Rhode Island,state-official,0.0,0.0,0.0,1.0,0.0,a Providence Journal story,1
9497.json,half-true,For the cost of the Iraq War we couldve ended world hunger for 30 years.,"hunger,iraq",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a post on Facebook,1
8767.json,mostly-true,"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck.","state-budget,taxes",kathleen-vinehout,,,democrat,1.0,1.0,1.0,1.0,0.0,a speech,1
44.json,mostly-true,"Bill Richardson passed the first law in the nation giving National Guard soldiers $400,000 in life insurance.",military,bill-richardson,Governor,New Mexico,democrat,1.0,2.0,3.0,8.0,1.0,a TV ad.,1
11763.json,true,"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes.","state-budget,taxes",david-sweetser,,,none,0.0,0.0,0.0,0.0,0.0,an interview,1
3012.json,mostly-true,We have the highest (corporate tax rates) in the world right now.,taxes,pat-toomey,Candidate for U.S. Senate,Pennsylvania,republican,3.0,2.0,2.0,1.0,0.0,"an interview on NBC's ""Meet the Press""",1
6367.json,true,"The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.",pensions,shirley-turner,State senator ,New Jersey,democrat,1.0,0.0,0.0,0.0,0.0,a speech on the State Senate floor,1
9579.json,mostly-true,We cut property taxes for seniors and our middle class.,taxes,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,campaign commercial,1
4938.json,true,Rhode Island already gets more revenue per capita from gambling than any other state in the country.,"gambling,state-budget",eugene-mckenna,"President, Citizens Concerned About Casino Gambling",Rhode Island,newsmaker,0.0,0.0,0.0,1.0,0.0,a news story,1
7653.json,true,"Says a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.","public-health,taxes",nancy-nathanson,Representative in the Oregon House,Oregon,democrat,0.0,0.0,0.0,0.0,0.0,a House floor speech.,1
1473.json,half-true,"When we go to vote, they ask for drivers license and verify that you are a voter and a citizen in the state of Texas.",elections,farouk-shami,Businessman,Texas,democrat,1.0,2.0,2.0,0.0,1.0,a debate,1
3190.json,half-true,"Before this law was passed, Americans were told they could keep their current health care plans. After it became law, the administration issued regulations stating nearly half of Americans would lose their current plan.",health-care,bill-posey,Congressman,Florida,republican,0.0,0.0,1.0,1.0,0.0,a letter to the editor,1
4245.json,half-true,"I built the last nuclear plant not only in the state, but in the country.","energy,nuclear",tom-kean-sr,,New Jersey,republican,0.0,0.0,1.0,0.0,0.0,a question-and-answer column in The Star-Ledger,1
10555.json,mostly-true,"When you have 8,000 veterans a year committing suicide, then you have a serious problem.","public-health,veterans",johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,an Associated Press news story,1
9543.json,true,"Dan Patrick was the only state senator who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.",veterans,leticia-van-de-putte,Pharmacist,Texas,democrat,2.0,2.0,4.0,1.0,1.0,her speech to the Texas Democratic Party state convention,1
9643.json,mostly-true,Tourism and retirees are the dominant economic engines in our state.,"economy,retirement,tourism",nan-rich,candidate for governor,Florida,democrat,1.0,0.0,1.0,3.0,0.0,a speech to the Florida Press Association,1
7832.json,half-true,Fewer Democrats were on the Georgia general election ballot in 2012 than in more than 100 years.,elections,bryan-long,"Executive Director, Better Georgia",Georgia,democrat,0.0,0.0,1.0,0.0,0.0,a panel discussion,1
5648.json,half-true,There is not one single federal housing program yet that has not needed a bailout to survive.,housing,lynn-westmoreland,,,republican,1.0,1.0,3.0,0.0,0.0,a congressional hearing ,1
9027.json,true,"Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion in tax relief.","job-accomplishments,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a statement to reporters,1
6641.json,true,"Since 1961 our private economy has produced 66 million private-sector jobs. So whats the jobs score? Republicans 24 million, Democrats 42 (million).","economy,history,jobs",bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,"a speech to the Democratic National Convention in Charlotte, N.C.",1
2847.json,true,"The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.","economy,jobs,taxes",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a speech on the Senate floor.,1
8840.json,half-true,"Last month, more Americans stopped looking for a job than found one.","economy,jobs",cathy-mcmorris-rodgers,U.S. House of Representatives,Washington state,republican,0.0,0.0,2.0,0.0,0.0,the Republican response to the State of the Union address,1
4505.json,true,"We have 10,000 baby boomers retiring every day.","deficit,economy,social-security",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a television interview,1
6727.json,mostly-true,Fifty percent of kids coming out of school cant get a job.,"education,jobs",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a private campaign fundraiser,1
8223.json,true,Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,"financial-regulation,government-regulation,taxes",tom-price,Congressman,Georgia,republican,1.0,2.0,5.0,3.0,0.0,Twitter posts,1
2490.json,half-true,"When each faced a pension funding crisis, Tom Barrett made tough choices and smart cuts while Scott Walker passed $400 million in pension debt to the next generation.","job-accomplishments,message-machine",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,a campaign TV ad,1
3444.json,mostly-true,Says the majority of Americans support gay marriage.,"gays-and-lesbians,marriage",anne-hathaway,,,none,0.0,0.0,0.0,1.0,0.0,a letter to President Barack Obama,1
5395.json,half-true,"After prenatal diagnosis, 90 percent of Down syndrome children in America are aborted.","abortion,health-care",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,"an interview on CBS's ""Face the Nation""",1
6766.json,mostly-true,Says Obama adviser David Plouffe took large piles of cash from a joint venture partner of a company owned by Irans Revolutionary Guard.,"candidates-biography,foreign-policy,message-machine-2012",secure-america-now,,,none,1.0,0.0,0.0,1.0,0.0,a TV ad,1
3958.json,mostly-true,State Sen. Alberta Darling voted to add more than $1 billion in additional spending while cutting programs such as education and health care,"education,health-care,state-budget",sandy-pasch,"State Assembly member, 22nd District",Wisconsin,democrat,0.0,0.0,0.0,2.0,1.0,a news release,1
9056.json,half-true,"Were at the point of reaching 2 million deportations ...this is a historic level, more than any other president of the United States.","corrections-and-updates,homeland-security,immigration",janet-murguia,National Council of La Raza president,"Washington, D.C.",activist,0.0,0.0,1.0,0.0,0.0,an interview on Univision's 'Al Punto',1
541.json,half-true,"Barack Obama ""extended health care for wounded troops who'd been neglected.""",military,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a television ad,1
12846.json,half-true,We rank 38th in wages. ... (Rick Scott) goes out around the country and advertises that to other states.,"economy,florida,jobs",gwen-graham,,Florida,democrat,0.0,0.0,1.0,0.0,0.0,a speech to Florida delegates at the Democratic National Convention,1
974.json,mostly-true,The Employee Free Choice Act mandates the elimination of the secret ballot.,workers,arlen-specter,Senator,Pennsylvania,democrat,0.0,0.0,0.0,1.0,0.0,a speech on the Senate floor,1
7870.json,half-true,"Our ranking in terms of the best and worst states to do business in was 43 four years ago, and we just moved up to 17 two weeks ago.","job-accomplishments,jobs,small-business",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a television interview,1
5694.json,half-true,"Says his reform efforts improved performance at all 10 low-performing schools in Palm Beach, Florida.","city-budget,education,florida",jeffrey-hernandez,"Chief Executive Officer, National Academic Educational Partners",,newsmaker,0.0,0.0,1.0,0.0,0.0,a letter to the Providence School District.,1
5334.json,mostly-true,The commercial property tax [in Providence] is second highest in the country behind Detroit.,"city-budget,economy,taxes",lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,a news show,1
8092.json,half-true,"Government subsidies for renewable energies such as wind and solar are 100 times greater than those given to gas and coal, and 50 times greater than what the nuclear industry enjoys.",energy,tom-fanning,"CEO, Southern Co.",,none,0.0,0.0,1.0,0.0,0.0,a hearing,1
10026.json,mostly-true,Says Rick Scott signed laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest.,"abortion,health-care,women",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a TV ad,1
12524.json,mostly-true,"In America, radical speech is not a crime.","legal-issues,terrorism",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,an interview with Hugh Hewitt,1
5535.json,half-true,Says Milwaukee County Executive Chris Abele eliminated sheriffs office funding for providing security for presidential and presidential campaign visits.,"county-budget,county-government,crime,elections",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,3.0,5.0,2.0,1.0,0.0,a television interview,1
1522.json,half-true,Says one in three Texas children drop out of high school.,"children,education",kay-bailey-hutchison,U.S. Senator,Texas,republican,2.0,4.0,4.0,3.0,0.0,a television ad,1
12671.json,half-true,"In 2016, Dallas, Texas, has fewer police officer-related shootings than any large city in America.","corrections-and-updates,crime,criminal-justice,guns",mike-rawlings,"Mayor of Dallas, Texas",Texas,democrat,0.0,0.0,1.0,0.0,0.0,a news conference,1
5514.json,half-true,PIP fraud is $1 billion in fraud.,"states,transportation",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,at a public event,1
3067.json,true,Some of the men serving in the (Afghan) armed forces have never driven a vehicle before.,afghanistan,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,comments to reporters.,1
7375.json,true,Our economy actually shrank during the last three months of 2012.,"economy,jobs",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,the Republican response to the State of the Union Address,1
8997.json,mostly-true,Says 21 million people still suffer slavery today.,"criminal-justice,foreign-policy,labor,workers",steve-mcqueen,,,none,0.0,0.0,0.0,1.0,0.0,an acceptance speech at the Academy Awards,1
1393.json,mostly-true,Close to half of the folks in this country illegally entered legally (but) overstayed (their ) visas.,"florida,immigration",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,an interview with Glenn Beck,1
9893.json,half-true,"In Tripoli, jihadists today swim in our embassy pool.","foreign-policy,islam,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,an op-ed for Time magazine,1
5399.json,mostly-true,Says Mitt Romney supports a plan to slowly and gradually raise the retirement age of Social Security.,social-security,chris-redfern,Chairman of the  Ohio Democratic Party,Ohio,democrat,0.0,0.0,2.0,4.0,0.0,a news release,1
13091.json,mostly-true,"Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it.",education,libre-initiative,,,organization,0.0,0.0,1.0,1.0,0.0,a digital ad,1
13316.json,half-true,"Says Sen. Rob Portman says Ted Strickland earned $400,000 a year as a lobbyist after leaving Ohio for Washington.","wealth,workers",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,"at a debate in Columbus, Ohio",1
2575.json,half-true,Houston suffered $1.7 billion in operating losses under Mayor Bill White.,"economy,government-efficiency,message-machine,taxes",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a television ad,1
4785.json,mostly-true,"The governor won this state with 49 percent. We had some of the closest races in the House in history. So youre not dealing with this 70-30, like they want to make it.","elections,redistricting",robert-hagan,State representative,Ohio,democrat,0.0,0.0,2.0,1.0,0.0,an interview with Ohio Capital Blog’s Marc Kovac,1
2260.json,half-true,"U.S. Rep. Jim Marshall (D-Ga.) refuses to return $37,000 in dirty campaign contributions from U.S. Rep. Charles Rangel (D-N.Y.)",message-machine,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a recorded message,1
304.json,true,"If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have.",poverty,john-edwards,former senator,North Carolina,democrat,0.0,2.0,4.0,4.0,1.0,"a debate in Myrtle Beach, S.C.",1
12344.json,true,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000","public-health,state-budget",chris-koster,Attorney general of Missouri,Missouri,democrat,0.0,0.0,2.0,3.0,0.0,a tweet,1
9011.json,mostly-true,"Says Vladimir Putin once said, The breakup of the Soviet Union was the greatest geopolitical tragedy of the 20th century.","foreign-policy,history",john-bolton,,,republican,0.0,0.0,0.0,1.0,0.0,comments on Fox News Channel,1
2998.json,true,"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",elections,dean-cannon,state House speaker,Florida,republican,1.0,0.0,0.0,0.0,0.0,a newspaper interview,1
6205.json,half-true,The United States has the best health care delivery system in the world.,health-care,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,"an interview on CBS's ""Face the Nation""",1
8150.json,mostly-true,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,financial-regulation,matt-bevin,Investment manager,Kentucky,republican,0.0,1.0,0.0,1.0,1.0,a campaign ad,1
4794.json,mostly-true,41 cents out of every dollar (the U.S. spends) is borrowed from places like China.,"economy,federal-budget,message-machine-2012",public-notice,,,none,0.0,0.0,0.0,1.0,0.0,a political ad,1
9203.json,mostly-true,"On average, women make 77 cents for every dollar men make.","economy,women",michelle-nunn,"Chief Executive Officer, Points of Light Foundation",Georgia,democrat,3.0,0.0,1.0,2.0,0.0,statements,1
3639.json,half-true,We are the most generous in New England and New England is known for its generosity toward its welfare recipients.,"government-efficiency,poverty,state-budget,taxes",colleen-conley,"President, Rhode Island Tea Party",Rhode Island,tea-party-member,0.0,0.0,1.0,0.0,0.0,a radio interview,1
7528.json,half-true,Our debt is already bigger than our economy.,federal-budget,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a speech at CPAC,1
12538.json,half-true,Were the only advanced democracy in the world that makes it harder for people to vote.,"elections,states",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,keynoting South by Southwest Interactive,1
8349.json,mostly-true,The shutdown is projected to result in $10 billion in costs to the economy per week.,"economy,federal-budget",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a tweet,1
10684.json,true,Says he paid one dollar for a sweater at Kohls.,candidates-biography,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech,1
9609.json,true,"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",elections,jason-riley,"Editorial board member, Wall Street Journal",,none,0.0,0.0,0.0,0.0,0.0,"comments on Fox News' ""The Kelly File'",1
7979.json,mostly-true,"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.","civil-rights,crime,guns",gabrielle-giffords,U.S. Representative,Arizona,democrat,0.0,0.0,0.0,1.0,0.0,an op-ed in USA Today,1
807.json,mostly-true,Between 40 and 50 percent of tax filers do not owe any income tax.,taxes,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a television interview,1
12657.json,true,Says Donald Trump wants to get rid of the federal minimum wage.,"economy,jobs,labor,poverty,states,workers",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"a speech in Charlotte, N.C.",1
1498.json,mostly-true,Says she stopped Capital Metro from raising fares for senior and disabled citizens.,disability,margaret-gomez,Precinct 4 Commissioner,Texas,democrat,0.0,0.0,0.0,1.0,0.0,a campaign flier.,1
2103.json,mostly-true,Marco Rubios economic proposals will add $3.5 trillion to the federal deficit.,"bush-administration,federal-budget,pundits,taxes",rachel-maddow,MSNBC host,,none,6.0,6.0,4.0,6.0,1.0,comments on her MSNBC show.,1
488.json,half-true,"If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years.",elections,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"Logan, W. Va.",1
1504.json,half-true,"The stimulus includes ""$219,000 to study the sex lives of female college freshmen.""",stimulus,mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,a press release,1
8276.json,true,The very first meal on the surface of the moon was the Holy Communion.,"history,pop-culture,religion,space",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a Facebook post,1
427.json,half-true,"He positions himself as pro environment, but he scored a zero yes, zero from the League of Conservation Voters last year.",environment,moveon,,,democrat,2.0,4.0,3.0,0.0,0.0,an e-mail message,1
6729.json,mostly-true,"Since 2000, only 10 cases of in-person voter fraud have been proven nationally.",elections,naacp,,,organization,0.0,0.0,0.0,1.0,0.0,press release,1
6327.json,half-true,"As we watch the news from Colorado with horror and sympathy for the families, we should remember that each day more than 80 Americans are killed by gunfire, unnecessary tragedies.",guns,rush-holt,,,democrat,0.0,1.0,2.0,1.0,0.0,an e-mail newsletter,1
8954.json,half-true,Worked with Ronald Reagan and helped re-elect him.,candidates-biography,dan-branch,Lawyer,Texas,republican,0.0,0.0,1.0,0.0,0.0,a video ad,1
13193.json,true,Says Philando Castile had been stopped by police 40 or 50 times before that fatal incident.,"criminal-justice,diversity",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,the vice presidential debate,1
3077.json,true,On whether the state should privatize the Ohio Turnpike.,"state-budget,transportation",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a news conference,1
6441.json,half-true,"(The Tax Policy Center) found that Romney would raise taxes on the average middle class family by $2,000 to pay for $5 trillion in tax cuts for millionaires and billionaires.",taxes,new-jersey-democratic-state-committee,,New Jersey,democrat,2.0,2.0,1.0,0.0,0.0,a news release,1
5315.json,half-true,"Private prisons do not chase escaped inmates past the perimeter like the public prisons do, which means more escaped prisoners in our communities.","criminal-justice,state-budget",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,email to MoveOn.org members,1
9734.json,true,It cost us more to shut the government down than to keep it open.,"congress,deficit,economy,federal-budget,government-efficiency",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a speech in Iowa,1
4186.json,mostly-true,"Says Tim Pawlenty said in 2006, The era of small government is over... the government has to be more proactive and more aggressive.","candidates-biography,government-efficiency",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,a prepared statement,1
9772.json,true,Says Charlie Crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.,"climate-change,elections",republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a campaign commercial,1
7079.json,mostly-true,Revenues are 15 percent of GDP its still in the range of the lowest its ever been.,federal-budget,saxby-chambliss,U.S. Senator,Georgia,republican,1.0,1.0,3.0,4.0,1.0,an interview,1
189.json,true,So what sort of services does Romney's health care plan provide? Per the state Web site: $50 co-pay for abortions.,abortion,fred-thompson,Actor,Tennessee,republican,1.0,4.0,3.0,3.0,0.0,a press release,1
11901.json,half-true,Says Sen. Bernie Sanders has called President Barack Obama weak. Hes called him a disappointment.,candidates-biography,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,comments during the PBS Democratic debate,1
11936.json,mostly-true,"In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.","campaign-finance,elections",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a Republican debate,1
2242.json,half-true,"The United States is number 14, number 15 in college graduation rates, and were leading the world in high school dropout rates.","education,abc-news-week",laura-tyson,Professor at the Haas School of Business at the University of California (Berkeley),California,democrat,0.0,0.0,1.0,1.0,0.0,an interview on ABC's ''This Week with Christiane Amanpour.'',1
